n,target_tw,achieved_tw,naming,arity,alpha,determinism,seed,variant_index,num_edges,num_nodes,bn_index,query_index,query_vars,query_states,evidence,distance,num_evidence,probability,llm_probability,llm_response
9,7,7,confusing,range:2-3,1.0,0.0,29963,3,33,9,11,3,"[np.str_('U_9d6udx'), np.str_('A_iqeo85')]","['s1', 's0']",{np.str_('M_clcji8'): 's1'},1,1,0.15760801317226672,,
9,7,7,confusing,range:2-3,1.0,0.0,29963,3,33,9,11,4,"[np.str_('G_bo3vt6'), np.str_('I_rk69zv')]","['s1', 's2']",{np.str_('W_qis23b'): 's1'},1,1,0.281831632420278,,
9,7,7,confusing,range:2-3,1.0,0.0,29963,3,33,9,11,5,[np.str_('M_clcji8')],['s1'],{},0,0,0.6424920578472292,,
9,7,7,confusing,range:2-3,1.0,0.0,29963,3,33,9,11,6,[np.str_('M_clcji8')],['s1'],{},0,0,0.6424920578472292,,
9,7,7,confusing,range:2-3,1.0,0.0,29963,3,33,9,11,7,[np.str_('W_qis23b')],['s0'],{np.str_('U_9d6udx'): 's0'},1,1,0.3068730541586235,,
9,7,7,confusing,range:2-3,1.0,0.0,29963,3,33,9,11,8,[np.str_('K_5si3ik')],['s2'],{np.str_('M_clcji8'): 's1'},2,1,0.49752782728475137,,
9,7,7,confusing,range:2-3,1.0,0.0,29963,3,33,9,11,9,"[np.str_('G_bo3vt6'), np.str_('K_5si3ik')]","['s1', 's2']","{np.str_('M_clcji8'): 's1', np.str_('U_9d6udx'): 's1'}",1,2,0.510481766540006,,
9,7,7,confusing,range:2-3,1.0,0.0,29963,3,33,9,11,10,[np.str_('K_gvnrp2')],['s1'],{np.str_('U_9d6udx'): 's1'},1,1,0.39234124680587484,,
9,7,7,confusing,range:2-3,1.0,0.0,29963,3,33,9,11,11,[np.str_('K_gvnrp2')],['s0'],{},0,0,0.5848998706794772,,
11,3,3,confusing,range:2-3,1.0,0.0,45,0,15,11,12,0,"[np.str_('P_58w16q'), np.str_('F_r3pdt1')]","['s0', 's1']",{},0,0,0.11304372008912034,,
11,3,3,confusing,range:2-3,1.0,0.0,45,0,15,11,12,1,"[np.str_('V_m8ymre'), np.str_('P_58w16q')]","['s1', 's2']","{np.str_('F_r3pdt1'): 's1', np.str_('L_4d65v9'): 's0'}",1,2,0.07893245587322383,,
11,3,3,confusing,range:2-3,1.0,0.0,45,0,15,11,12,2,[np.str_('F_r3pdt1')],['s1'],{},0,0,0.3434046615895032,,
11,3,3,confusing,range:2-3,1.0,0.0,45,0,15,11,12,3,[np.str_('L_4d65v9')],['s1'],"{np.str_('Z_hoexlg'): 's1', np.str_('V_m8ymre'): 's0'}",3,2,0.09536727273555667,,
11,3,3,confusing,range:2-3,1.0,0.0,45,0,15,11,12,4,"[np.str_('L_4d65v9'), np.str_('O_sxujjj')]","['s0', 's0']","{np.str_('V_m8ymre'): 's2', np.str_('Z_hoexlg'): 's0'}",3,2,0.08555160647682096,,
11,3,3,confusing,range:2-3,1.0,0.0,45,0,15,11,12,5,[np.str_('L_6g6q2y')],['s2'],{np.str_('P_58w16q'): 's2'},3,1,0.23183471830789168,,
11,3,3,confusing,range:2-3,1.0,0.0,45,0,15,11,12,6,[np.str_('V_m8ymre')],['s1'],"{np.str_('Z_hoexlg'): 's0', np.str_('P_58w16q'): 's1'}",2,2,0.1024104392504227,,
11,3,3,confusing,range:2-3,1.0,0.0,45,0,15,11,12,7,[np.str_('G_linlqy')],['s1'],"{np.str_('L_6g6q2y'): 's1', np.str_('O_4o5wpr'): 's2'}",2,2,0.3677690268784238,,
11,3,3,confusing,range:2-3,1.0,0.0,45,0,15,11,12,8,"[np.str_('C_hg13tg'), np.str_('L_4d65v9')]","['s2', 's0']",{},0,0,0.050526233034180766,,
11,3,3,confusing,range:2-3,1.0,0.0,45,0,15,11,12,9,[np.str_('F_r3pdt1')],['s1'],{np.str_('P_58w16q'): 's0'},2,1,0.3383114177390858,,
11,3,3,confusing,range:2-3,1.0,0.0,45,0,15,11,12,10,[np.str_('L_4d65v9')],['s0'],"{np.str_('O_4o5wpr'): 's0', np.str_('V_m8ymre'): 's0'}",2,2,0.20289877556894856,,
11,3,3,confusing,range:2-3,1.0,0.0,45,0,15,11,12,11,[np.str_('E_pboixi')],['s2'],{},0,0,0.09827458715645826,,
11,3,3,confusing,range:2-3,1.0,0.0,10018,1,15,11,13,0,[np.str_('G_linlqy')],['s2'],"{np.str_('O_4o5wpr'): 's2', np.str_('O_sxujjj'): 's0'}",2,2,0.22712903134903656,,
11,3,3,confusing,range:2-3,1.0,0.0,10018,1,15,11,13,1,"[np.str_('C_hg13tg'), np.str_('E_pboixi')]","['s2', 's0']","{np.str_('G_linlqy'): 's1', np.str_('P_58w16q'): 's2'}",2,2,0.07882696025149778,,
11,3,3,confusing,range:2-3,1.0,0.0,10018,1,15,11,13,2,[np.str_('O_4o5wpr')],['s2'],"{np.str_('O_sxujjj'): 's1', np.str_('L_4d65v9'): 's0'}",2,2,0.1424594946459203,,
11,3,3,confusing,range:2-3,1.0,0.0,10018,1,15,11,13,3,"[np.str_('Z_hoexlg'), np.str_('L_6g6q2y')]","['s0', 's1']",{np.str_('L_4d65v9'): 's1'},3,1,0.1678550130047647,,
11,3,3,confusing,range:2-3,1.0,0.0,10018,1,15,11,13,4,[np.str_('Z_hoexlg')],['s0'],{},0,0,0.5480830006856718,,
11,3,3,confusing,range:2-3,1.0,0.0,10018,1,15,11,13,5,"[np.str_('O_sxujjj'), np.str_('C_hg13tg')]","['s1', 's1']",{},0,0,0.1235525320619111,,
11,3,3,confusing,range:2-3,1.0,0.0,10018,1,15,11,13,6,[np.str_('P_58w16q')],['s2'],{np.str_('F_r3pdt1'): 's0'},2,1,0.2628997497658075,,
11,3,3,confusing,range:2-3,1.0,0.0,10018,1,15,11,13,7,"[np.str_('Z_hoexlg'), np.str_('O_sxujjj')]","['s0', 's1']",{},0,0,0.28635899430632294,,
11,3,3,confusing,range:2-3,1.0,0.0,10018,1,15,11,13,8,[np.str_('V_m8ymre')],['s0'],{np.str_('O_4o5wpr'): 's0'},2,1,0.015777860431928536,,
11,3,3,confusing,range:2-3,1.0,0.0,10018,1,15,11,13,9,[np.str_('Z_hoexlg')],['s1'],{},0,0,0.45191699931432816,,
11,3,3,confusing,range:2-3,1.0,0.0,10018,1,15,11,13,10,[np.str_('P_58w16q')],['s0'],{},0,0,0.3800076522320108,,
11,3,3,confusing,range:2-3,1.0,0.0,10018,1,15,11,13,11,"[np.str_('E_pboixi'), np.str_('V_m8ymre')]","['s1', 's0']",{},0,0,0.00687284672490614,,
11,3,3,confusing,range:2-3,1.0,0.0,19991,2,15,11,14,0,"[np.str_('V_m8ymre'), np.str_('E_pboixi')]","['s1', 's2']",{np.str_('F_r3pdt1'): 's0'},2,1,0.06430212181887661,,
11,3,3,confusing,range:2-3,1.0,0.0,19991,2,15,11,14,1,[np.str_('C_hg13tg')],['s1'],"{np.str_('L_4d65v9'): 's0', np.str_('G_linlqy'): 's1'}",2,2,0.48857529171931324,,
11,3,3,confusing,range:2-3,1.0,0.0,19991,2,15,11,14,2,[np.str_('G_linlqy')],['s2'],"{np.str_('L_6g6q2y'): 's1', np.str_('C_hg13tg'): 's0'}",2,2,0.555085724050601,,
11,3,3,confusing,range:2-3,1.0,0.0,19991,2,15,11,14,3,"[np.str_('F_r3pdt1'), np.str_('C_hg13tg')]","['s1', 's2']","{np.str_('O_sxujjj'): 's0', np.str_('P_58w16q'): 's0'}",2,2,0.04500884312989474,,
11,3,3,confusing,range:2-3,1.0,0.0,19991,2,15,11,14,4,"[np.str_('G_linlqy'), np.str_('L_6g6q2y')]","['s0', 's2']","{np.str_('E_pboixi'): 's0', np.str_('O_sxujjj'): 's1'}",2,2,0.01188223469595953,,
11,3,3,confusing,range:2-3,1.0,0.0,19991,2,15,11,14,5,[np.str_('C_hg13tg')],['s0'],{},0,0,0.2641515700396006,,
11,3,3,confusing,range:2-3,1.0,0.0,19991,2,15,11,14,6,[np.str_('E_pboixi')],['s1'],"{np.str_('P_58w16q'): 's2', np.str_('F_r3pdt1'): 's1'}",2,2,0.250423690502601,,
11,3,3,confusing,range:2-3,1.0,0.0,19991,2,15,11,14,7,[np.str_('L_4d65v9')],['s1'],{},0,0,0.3889868505425864,,
11,3,3,confusing,range:2-3,1.0,0.0,19991,2,15,11,14,8,"[np.str_('O_4o5wpr'), np.str_('E_pboixi')]","['s1', 's1']",{},0,0,0.14814079742783823,,
11,3,3,confusing,range:2-3,1.0,0.0,19991,2,15,11,14,9,"[np.str_('E_pboixi'), np.str_('F_r3pdt1')]","['s0', 's2']","{np.str_('P_58w16q'): 's1', np.str_('L_4d65v9'): 's0'}",1,2,0.10021665833441125,,
11,3,3,confusing,range:2-3,1.0,0.0,19991,2,15,11,14,10,"[np.str_('P_58w16q'), np.str_('O_sxujjj')]","['s2', 's1']","{np.str_('F_r3pdt1'): 's2', np.str_('L_4d65v9'): 's2'}",1,2,0.20059221203522581,,
11,3,3,confusing,range:2-3,1.0,0.0,19991,2,15,11,14,11,[np.str_('O_sxujjj')],['s0'],"{np.str_('O_4o5wpr'): 's1', np.str_('C_hg13tg'): 's2'}",2,2,0.42795021095744873,,
11,3,3,confusing,range:2-3,1.0,0.0,29964,3,15,11,15,0,"[np.str_('E_pboixi'), np.str_('L_6g6q2y')]","['s0', 's1']",{np.str_('Z_hoexlg'): 's0'},3,1,0.14201723680641842,,
11,3,3,confusing,range:2-3,1.0,0.0,29964,3,15,11,15,1,"[np.str_('L_6g6q2y'), np.str_('F_r3pdt1')]","['s1', 's1']",{},0,0,0.17821872621929735,,
11,3,3,confusing,range:2-3,1.0,0.0,29964,3,15,11,15,2,[np.str_('L_6g6q2y')],['s0'],"{np.str_('P_58w16q'): 's0', np.str_('E_pboixi'): 's1'}",2,2,0.3399417712892479,,
11,3,3,confusing,range:2-3,1.0,0.0,29964,3,15,11,15,3,"[np.str_('O_sxujjj'), np.str_('F_r3pdt1')]","['s0', 's1']",{np.str_('L_4d65v9'): 's1'},2,1,0.14865071469307364,,
11,3,3,confusing,range:2-3,1.0,0.0,29964,3,15,11,15,4,[np.str_('Z_hoexlg')],['s2'],{np.str_('L_4d65v9'): 's0'},3,1,0.25370625469930735,,
11,3,3,confusing,range:2-3,1.0,0.0,29964,3,15,11,15,5,"[np.str_('C_hg13tg'), np.str_('O_4o5wpr')]","['s2', 's1']",{np.str_('O_sxujjj'): 's0'},2,1,0.20988965137515975,,
11,3,3,confusing,range:2-3,1.0,0.0,29964,3,15,11,15,6,[np.str_('O_sxujjj')],['s1'],{},0,0,0.5119430570380066,,
11,3,3,confusing,range:2-3,1.0,0.0,29964,3,15,11,15,7,[np.str_('P_58w16q')],['s0'],"{np.str_('Z_hoexlg'): 's2', np.str_('V_m8ymre'): 's0'}",2,2,0.41413841618454494,,
11,3,3,confusing,range:2-3,1.0,0.0,29964,3,15,11,15,8,"[np.str_('V_m8ymre'), np.str_('C_hg13tg')]","['s0', 's2']","{np.str_('G_linlqy'): 's0', np.str_('L_4d65v9'): 's1'}",1,2,0.024145339093760893,,
11,3,3,confusing,range:2-3,1.0,0.0,29964,3,15,11,15,9,"[np.str_('E_pboixi'), np.str_('O_sxujjj')]","['s0', 's1']",{},0,0,0.15062664310513285,,
11,3,3,confusing,range:2-3,1.0,0.0,29964,3,15,11,15,10,[np.str_('F_r3pdt1')],['s1'],{},0,0,0.36405741589344365,,
11,3,3,confusing,range:2-3,1.0,0.0,29964,3,15,11,15,11,"[np.str_('O_4o5wpr'), np.str_('P_58w16q')]","['s0', 's1']",{},0,0,0.1391595327448285,,
11,5,5,confusing,range:2-3,1.0,0.0,46,0,28,11,16,0,"[np.str_('A_qw4mqw'), np.str_('Y_q2xqrf')]","['s1', 's0']",{},0,0,0.13055474848838322,,
11,5,5,confusing,range:2-3,1.0,0.0,46,0,28,11,16,1,"[np.str_('D_rqczac'), np.str_('A_qw4mqw')]","['s1', 's2']",{},0,0,0.16947921045055372,,
11,5,5,confusing,range:2-3,1.0,0.0,46,0,28,11,16,2,[np.str_('D_rqczac')],['s0'],{np.str_('G_ash0j4'): 's1'},2,1,0.5646760265039615,,
11,5,5,confusing,range:2-3,1.0,0.0,46,0,28,11,16,3,[np.str_('G_ash0j4')],['s1'],{np.str_('A_qw4mqw'): 's1'},2,1,0.418594884560133,,
11,5,5,confusing,range:2-3,1.0,0.0,46,0,28,11,16,4,"[np.str_('D_5f595g'), np.str_('A_qw4mqw')]","['s2', 's0']","{np.str_('G_ash0j4'): 's1', np.str_('P_48cwxi'): 's0'}",1,2,0.034744339181143113,,
11,5,5,confusing,range:2-3,1.0,0.0,46,0,28,11,16,5,[np.str_('M_os99x2')],['s1'],{},0,0,0.5168430159920868,,
11,5,5,confusing,range:2-3,1.0,0.0,46,0,28,11,16,6,[np.str_('A_qw4mqw')],['s0'],"{np.str_('M_os99x2'): 's1', np.str_('D_5f595g'): 's2'}",2,2,0.30341790678229674,,
11,5,5,confusing,range:2-3,1.0,0.0,46,0,28,11,16,7,"[np.str_('P_48cwxi'), np.str_('M_os99x2')]","['s0', 's1']",{np.str_('L_ci65w8'): 's1'},2,1,0.40176002497010027,,
11,5,5,confusing,range:2-3,1.0,0.0,46,0,28,11,16,8,"[np.str_('Y_q2xqrf'), np.str_('M_os99x2')]","['s0', 's0']",{np.str_('A_qw4mqw'): 's0'},2,1,0.2680370968133149,,
11,5,5,confusing,range:2-3,1.0,0.0,46,0,28,11,16,9,[np.str_('F_tsl31q')],['s0'],{},0,0,0.13467923438958115,,
11,5,5,confusing,range:2-3,1.0,0.0,46,0,28,11,16,10,"[np.str_('D_5f595g'), np.str_('M_os99x2')]","['s0', 's1']","{np.str_('Y_q2xqrf'): 's2', np.str_('P_48cwxi'): 's0'}",1,2,0.2703168730450581,,
11,5,5,confusing,range:2-3,1.0,0.0,46,0,28,11,16,11,[np.str_('D_rqczac')],['s0'],"{np.str_('A_qw4mqw'): 's1', np.str_('Y_cimb2b'): 's2'}",2,2,0.703289171499645,,
11,5,5,confusing,range:2-3,1.0,0.0,10019,1,28,11,17,0,"[np.str_('A_qw4mqw'), np.str_('D_5f595g')]","['s1', 's1']","{np.str_('E_fs2die'): 's1', np.str_('D_rqczac'): 's0'}",2,2,0.14918860976597248,,
11,5,5,confusing,range:2-3,1.0,0.0,10019,1,28,11,17,1,[np.str_('E_fs2die')],['s1'],"{np.str_('L_ci65w8'): 's1', np.str_('Y_cimb2b'): 's0'}",2,2,0.21570949802111777,,
11,5,5,confusing,range:2-3,1.0,0.0,10019,1,28,11,17,2,"[np.str_('D_rqczac'), np.str_('A_qw4mqw')]","['s1', 's0']","{np.str_('M_os99x2'): 's0', np.str_('G_ash0j4'): 's0'}",1,2,0.30146190430811043,,
11,5,5,confusing,range:2-3,1.0,0.0,10019,1,28,11,17,3,[np.str_('G_ash0j4')],['s2'],{},0,0,0.340340677820945,,
11,5,5,confusing,range:2-3,1.0,0.0,10019,1,28,11,17,4,"[np.str_('F_tsl31q'), np.str_('E_fs2die')]","['s0', 's2']",{},0,0,0.2920389565388194,,
11,5,5,confusing,range:2-3,1.0,0.0,10019,1,28,11,17,5,"[np.str_('L_ci65w8'), np.str_('A_qw4mqw')]","['s1', 's1']","{np.str_('F_tsl31q'): 's0', np.str_('M_os99x2'): 's0'}",1,2,0.027185115482177585,,
11,5,5,confusing,range:2-3,1.0,0.0,10019,1,28,11,17,6,"[np.str_('Y_cimb2b'), np.str_('A_qw4mqw')]","['s1', 's2']",{},0,0,0.24841963536392797,,
11,5,5,confusing,range:2-3,1.0,0.0,10019,1,28,11,17,7,[np.str_('F_tsl31q')],['s1'],"{np.str_('D_5f595g'): 's1', np.str_('Y_cimb2b'): 's1'}",2,2,0.41073119851048395,,
11,5,5,confusing,range:2-3,1.0,0.0,10019,1,28,11,17,8,[np.str_('M_os99x2')],['s0'],"{np.str_('L_ci65w8'): 's1', np.str_('A_qw4mqw'): 's1'}",2,2,0.4918231798715478,,
11,5,5,confusing,range:2-3,1.0,0.0,10019,1,28,11,17,9,"[np.str_('L_ci65w8'), np.str_('Y_cimb2b')]","['s0', 's0']",{np.str_('M_os99x2'): 's0'},1,1,0.4148277652561356,,
11,5,5,confusing,range:2-3,1.0,0.0,10019,1,28,11,17,10,"[np.str_('G_ash0j4'), np.str_('Y_q2xqrf')]","['s0', 's0']",{np.str_('D_5f595g'): 's1'},2,1,0.06974431632102673,,
11,5,5,confusing,range:2-3,1.0,0.0,10019,1,28,11,17,11,"[np.str_('D_5f595g'), np.str_('M_os99x2')]","['s0', 's1']","{np.str_('G_ash0j4'): 's2', np.str_('Y_q2xqrf'): 's0'}",1,2,0.04122234527253435,,
11,5,5,confusing,range:2-3,1.0,0.0,19992,2,28,11,18,0,"[np.str_('E_fs2die'), np.str_('P_48cwxi')]","['s0', 's2']",{np.str_('D_5f595g'): 's1'},2,1,0.017771050139790447,,
11,5,5,confusing,range:2-3,1.0,0.0,19992,2,28,11,18,1,"[np.str_('F_tsl31q'), np.str_('Y_cimb2b')]","['s1', 's2']",{np.str_('Y_q2xqrf'): 's0'},1,1,0.1292422354980535,,
11,5,5,confusing,range:2-3,1.0,0.0,19992,2,28,11,18,2,"[np.str_('L_ci65w8'), np.str_('F_tsl31q')]","['s2', 's1']",{np.str_('E_fs2die'): 's1'},1,1,0.13007403090746833,,
11,5,5,confusing,range:2-3,1.0,0.0,19992,2,28,11,18,3,[np.str_('Y_cimb2b')],['s2'],"{np.str_('E_fs2die'): 's1', np.str_('D_rqczac'): 's1'}",2,2,0.40351569951145333,,
11,5,5,confusing,range:2-3,1.0,0.0,19992,2,28,11,18,4,"[np.str_('G_ash0j4'), np.str_('M_os99x2')]","['s1', 's1']","{np.str_('A_qw4mqw'): 's0', np.str_('L_ci65w8'): 's1'}",1,2,0.2047485976651196,,
11,5,5,confusing,range:2-3,1.0,0.0,19992,2,28,11,18,5,[np.str_('L_ci65w8')],['s1'],{},0,0,0.43825148553236487,,
11,5,5,confusing,range:2-3,1.0,0.0,19992,2,28,11,18,6,[np.str_('Y_q2xqrf')],['s1'],{},0,0,0.3736544413149078,,
11,5,5,confusing,range:2-3,1.0,0.0,19992,2,28,11,18,7,[np.str_('P_48cwxi')],['s0'],{},0,0,0.40240373279360675,,
11,5,5,confusing,range:2-3,1.0,0.0,19992,2,28,11,18,8,"[np.str_('L_ci65w8'), np.str_('E_fs2die')]","['s2', 's0']",{np.str_('M_os99x2'): 's2'},1,1,0.12551029020712362,,
11,5,5,confusing,range:2-3,1.0,0.0,19992,2,28,11,18,9,"[np.str_('L_ci65w8'), np.str_('M_os99x2')]","['s0', 's2']",{},0,0,0.0610434228518698,,
11,5,5,confusing,range:2-3,1.0,0.0,19992,2,28,11,18,10,"[np.str_('D_rqczac'), np.str_('E_fs2die')]","['s0', 's1']",{},0,0,0.11428938497534578,,
11,5,5,confusing,range:2-3,1.0,0.0,19992,2,28,11,18,11,"[np.str_('E_fs2die'), np.str_('Y_cimb2b')]","['s1', 's2']",{},0,0,0.1449411573114936,,
11,5,5,confusing,range:2-3,1.0,0.0,29965,3,28,11,19,0,[np.str_('F_tsl31q')],['s0'],{},0,0,0.35480931004072624,,
11,5,5,confusing,range:2-3,1.0,0.0,29965,3,28,11,19,1,[np.str_('G_ash0j4')],['s0'],{np.str_('D_5f595g'): 's0'},2,1,0.3677272463671216,,
11,5,5,confusing,range:2-3,1.0,0.0,29965,3,28,11,19,2,[np.str_('Y_cimb2b')],['s1'],"{np.str_('F_tsl31q'): 's1', np.str_('E_fs2die'): 's1'}",2,2,0.7180546942244661,,
11,5,5,confusing,range:2-3,1.0,0.0,29965,3,28,11,19,3,"[np.str_('F_tsl31q'), np.str_('A_qw4mqw')]","['s0', 's0']",{np.str_('Y_q2xqrf'): 's0'},2,1,0.06439821613866747,,
11,5,5,confusing,range:2-3,1.0,0.0,29965,3,28,11,19,4,"[np.str_('F_tsl31q'), np.str_('D_rqczac')]","['s0', 's2']",{},0,0,0.11671906090828077,,
11,5,5,confusing,range:2-3,1.0,0.0,29965,3,28,11,19,5,"[np.str_('Y_q2xqrf'), np.str_('L_ci65w8')]","['s1', 's1']","{np.str_('D_rqczac'): 's0', np.str_('M_os99x2'): 's1'}",1,2,0.0689268216844918,,
11,5,5,confusing,range:2-3,1.0,0.0,29965,3,28,11,19,6,"[np.str_('M_os99x2'), np.str_('P_48cwxi')]","['s0', 's1']",{np.str_('L_ci65w8'): 's2'},2,1,0.16906782651236066,,
11,5,5,confusing,range:2-3,1.0,0.0,29965,3,28,11,19,7,"[np.str_('Y_cimb2b'), np.str_('G_ash0j4')]","['s0', 's1']",{},0,0,0.11936090170968361,,
11,5,5,confusing,range:2-3,1.0,0.0,29965,3,28,11,19,8,[np.str_('F_tsl31q')],['s1'],{},0,0,0.6451906899592739,,
11,5,5,confusing,range:2-3,1.0,0.0,29965,3,28,11,19,9,"[np.str_('M_os99x2'), np.str_('Y_cimb2b')]","['s1', 's0']","{np.str_('Y_q2xqrf'): 's0', np.str_('A_qw4mqw'): 's1'}",1,2,0.08336370618093068,,
11,5,5,confusing,range:2-3,1.0,0.0,29965,3,28,11,19,10,[np.str_('E_fs2die')],['s1'],"{np.str_('D_5f595g'): 's2', np.str_('L_ci65w8'): 's2'}",2,2,0.6080849368162877,,
11,5,5,confusing,range:2-3,1.0,0.0,29965,3,28,11,19,11,[np.str_('F_tsl31q')],['s1'],{},0,0,0.6451906899592739,,
11,7,7,confusing,range:2-3,1.0,0.0,47,0,35,11,20,0,"[np.str_('Q_1j5q75'), np.str_('O_5re9jg')]","['s0', 's1']",{np.str_('Z_nedvw5'): 's0'},2,1,0.18391394026511976,,
11,7,7,confusing,range:2-3,1.0,0.0,47,0,35,11,20,1,"[np.str_('Q_hh0bxi'), np.str_('H_ghiiqx')]","['s2', 's0']",{np.str_('V_6322un'): 's1'},1,1,0.21941331863761324,,
11,7,7,confusing,range:2-3,1.0,0.0,47,0,35,11,20,2,"[np.str_('Q_1j5q75'), np.str_('J_bj28ac')]","['s1', 's1']",{},0,0,0.1321660328807442,,
11,7,7,confusing,range:2-3,1.0,0.0,47,0,35,11,20,3,"[np.str_('Q_hh0bxi'), np.str_('Z_vziymm')]","['s1', 's0']","{np.str_('O_5re9jg'): 's0', np.str_('J_bj28ac'): 's1'}",1,2,0.1218820465255391,,
11,7,7,confusing,range:2-3,1.0,0.0,47,0,35,11,20,4,"[np.str_('H_ghiiqx'), np.str_('Q_1j5q75')]","['s1', 's0']","{np.str_('Z_nedvw5'): 's0', np.str_('V_6322un'): 's0'}",1,2,0.23946651648884157,,
11,7,7,confusing,range:2-3,1.0,0.0,47,0,35,11,20,5,"[np.str_('J_bj28ac'), np.str_('W_p71vtk')]","['s1', 's0']","{np.str_('Z_vziymm'): 's1', np.str_('O_5re9jg'): 's1'}",1,2,0.07811599071702063,,
11,7,7,confusing,range:2-3,1.0,0.0,47,0,35,11,20,6,[np.str_('H_ghiiqx')],['s0'],{},0,0,0.3513312775659993,,
11,7,7,confusing,range:2-3,1.0,0.0,47,0,35,11,20,7,"[np.str_('Q_1j5q75'), np.str_('H_ghiiqx')]","['s1', 's0']",{},0,0,0.19977332006589238,,
11,7,7,confusing,range:2-3,1.0,0.0,47,0,35,11,20,8,[np.str_('O_5re9jg')],['s1'],{},0,0,0.48051234795338504,,
11,7,7,confusing,range:2-3,1.0,0.0,47,0,35,11,20,9,"[np.str_('J_bj28ac'), np.str_('H_ghiiqx')]","['s1', 's1']","{np.str_('Q_pz05gg'): 's0', np.str_('Z_vziymm'): 's0'}",1,2,0.1344120870550496,,
11,7,7,confusing,range:2-3,1.0,0.0,47,0,35,11,20,10,"[np.str_('Q_hh0bxi'), np.str_('O_5re9jg')]","['s0', 's0']",{},0,0,0.1490226977449918,,
11,7,7,confusing,range:2-3,1.0,0.0,47,0,35,11,20,11,[np.str_('Q_pz05gg')],['s1'],{},0,0,0.30750628264552,,
11,7,7,confusing,range:2-3,1.0,0.0,10020,1,35,11,21,0,[np.str_('Z_nedvw5')],['s1'],{np.str_('Q_1j5q75'): 's0'},2,1,0.649959615359517,,
11,7,7,confusing,range:2-3,1.0,0.0,10020,1,35,11,21,1,[np.str_('Q_pz05gg')],['s1'],"{np.str_('J_bj28ac'): 's0', np.str_('Z_nedvw5'): 's0'}",2,2,0.5931749566927005,,
11,7,7,confusing,range:2-3,1.0,0.0,10020,1,35,11,21,2,"[np.str_('O_5re9jg'), np.str_('T_7u2lc8')]","['s1', 's0']","{np.str_('W_p71vtk'): 's0', np.str_('Z_vziymm'): 's1'}",1,2,0.14339138935284404,,
11,7,7,confusing,range:2-3,1.0,0.0,10020,1,35,11,21,3,"[np.str_('Q_hh0bxi'), np.str_('Q_1j5q75')]","['s1', 's0']","{np.str_('W_p71vtk'): 's0', np.str_('Z_vziymm'): 's2'}",1,2,0.10047118994284326,,
11,7,7,confusing,range:2-3,1.0,0.0,10020,1,35,11,21,4,"[np.str_('T_7u2lc8'), np.str_('Q_1j5q75')]","['s0', 's0']",{np.str_('Z_vziymm'): 's2'},1,1,0.25081376493423063,,
11,7,7,confusing,range:2-3,1.0,0.0,10020,1,35,11,21,5,"[np.str_('T_7u2lc8'), np.str_('Q_pz05gg')]","['s1', 's1']",{np.str_('Q_1j5q75'): 's0'},1,1,0.2083573725017951,,
11,7,7,confusing,range:2-3,1.0,0.0,10020,1,35,11,21,6,"[np.str_('T_7u2lc8'), np.str_('W_p71vtk')]","['s1', 's1']","{np.str_('Q_hh0bxi'): 's1', np.str_('V_6322un'): 's0'}",1,2,0.32966223454145616,,
11,7,7,confusing,range:2-3,1.0,0.0,10020,1,35,11,21,7,[np.str_('Z_nedvw5')],['s1'],{np.str_('Q_pz05gg'): 's1'},2,1,0.6387674178964446,,
11,7,7,confusing,range:2-3,1.0,0.0,10020,1,35,11,21,8,"[np.str_('Q_pz05gg'), np.str_('Z_vziymm')]","['s0', 's2']",{np.str_('Z_nedvw5'): 's0'},1,1,0.18463718235845233,,
11,7,7,confusing,range:2-3,1.0,0.0,10020,1,35,11,21,9,[np.str_('Z_nedvw5')],['s0'],{},0,0,0.37040754823979705,,
11,7,7,confusing,range:2-3,1.0,0.0,10020,1,35,11,21,10,"[np.str_('V_6322un'), np.str_('W_p71vtk')]","['s1', 's1']",{np.str_('Q_hh0bxi'): 's0'},2,1,0.17307771201379463,,
11,7,7,confusing,range:2-3,1.0,0.0,10020,1,35,11,21,11,[np.str_('T_7u2lc8')],['s1'],"{np.str_('Z_vziymm'): 's1', np.str_('V_6322un'): 's2'}",2,2,0.3807565703454229,,
11,7,7,confusing,range:2-3,1.0,0.0,19993,2,35,11,22,0,"[np.str_('Q_1j5q75'), np.str_('H_ghiiqx')]","['s1', 's0']",{},0,0,0.02509507892017003,,
11,7,7,confusing,range:2-3,1.0,0.0,19993,2,35,11,22,1,"[np.str_('Z_nedvw5'), np.str_('Z_vziymm')]","['s2', 's0']",{np.str_('T_7u2lc8'): 's0'},1,1,0.18553837805475956,,
11,7,7,confusing,range:2-3,1.0,0.0,19993,2,35,11,22,2,[np.str_('O_5re9jg')],['s2'],{},0,0,0.35978924054808753,,
11,7,7,confusing,range:2-3,1.0,0.0,19993,2,35,11,22,3,[np.str_('J_bj28ac')],['s2'],{np.str_('Z_vziymm'): 's0'},2,1,0.1957227350732539,,
11,7,7,confusing,range:2-3,1.0,0.0,19993,2,35,11,22,4,"[np.str_('Q_pz05gg'), np.str_('W_p71vtk')]","['s1', 's0']","{np.str_('J_bj28ac'): 's2', np.str_('Q_hh0bxi'): 's1'}",1,2,0.5450965708671758,,
